All Facilities,Location,Building Name,Builder Name,Location Advantages,Description,Property Data
"['Swimming Pool', 'Conference room', 'Squash Court', 'Pool Table', 'Billiards', 'Banquet Hall', 'Lawn Tennis Court', 'Video Door Security', 'Power Back up Lift']","Virar West, Mumbai",Agarwal Paramount,Agarwal Group Builders,"{'Location_Near': 'Sardar Vallabhbhai Patel Stadium', 'Time_taken': '5.7 Km'}","More about Agarwal ParamountAgarwal Paramount by Agarwal Group is one of the well-known under-construction projects in Virar West, offering low budget apartments.  Agarwal Paramount Virar West is scheduled for possession in Dec, 2023. With almost all basic amenities in place, Agarwal Paramount brings highly affordable yet beautiful There are 1BHK, 2BHK and 3BHK Apartments for sale, coming up in this project. in Mira Road And Beyond.Agarwal Paramount Mira Road And Beyond is a RERA-registered project with registration number P99000002207. Agarwal Paramount Virar West has 13 towers, with 14 floors each and 758 units to offer. Spread over an area of 3.05 acres, Agarwal Paramount is one of the spacious projects in the Mira Road And Beyond region.The internal and external development of Agarwal Paramount is currently in progress and will be ready in due time. The construction at Agarwal Paramount is in full swing and most of the units are already sold. Agarwal Paramount Price ListAs per Agarwal Paramount Price List, a 1BHK Apartment is available at a starting price of Rs. 37.69 L  while a 2BHK Apartment is offered at Rs. 51.61 L onwards.  For a 3BHK Apartment at Agarwal Paramount, you will need to spend at least Rs. 68.45 L.ConfigurationSizePrice 1BHK Apartment352 sq.ft.Rs. 37.69 L2BHK Apartment482 sq.ft.Rs. 51.61 L3BHK Apartment684 sq.ft.Rs. 68.45 LThose who are looking for investment opportunities may find this project worthy from a long-term perspective.How is Virar West for property investment?Virar West is one of the prime locations to own a home in Mira Road And Beyond. It has a promising social and physical infrastructure and evolving neighbourhood. Virar West has good connectivity to some of the important areas in the proximity such as  Yazoo Park,   Club One,   and McDonald's.  How is the future of Mira Road And Beyond property market?Mira Road And Beyond real estate market has a range of property options in various price brackets. Virar West in Mira Road And Beyond is one of the localities known for housing affordable residential projects which makes it a suitable destinations for homebuyers looking for a property for self-use or investment purposes in the city. One thing that makes Mira Road And Beyond different from any other city in this region is its potential to attract investors through its flourishing job market and employment opportunities, bringing in fresh housing demand regularly. In addition to this, with metro connectivity improving and other infrastructure projects coming up in Mira Road And Beyond, these growth drivers are expected to influence the property prices here extensively.moreProject DetailsAbout ProjectSpecificationsOverviewTowers13Floors14Units758Total Project Area3.05 acres (12.34K sq.m.)Modular Kitchen
Kitchen Hob and Chimney
Designer Curtains
Powder coated aluminum sliding window
POP smooth finished wall
Texture paint highlighted walls
Anti Skid Tiles in bath floor
Branded plumbing fittings
Branded electrical fittings  
Designer Vitrified tile flooring
Video door Phone and IntercomI'm interested in this project","{'Rating': ['Lifestyle4.2 out of 5', 'Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.1 out of 5'], 'BHK Types': [None, None, None, '4 BHK', None], 'Property Types': [None, None, None, 'Apartment', None], 'Area Ranges (sq.ft.)': [None, None, None, '2080.02 - 2330.06 sq.ft.', None], 'Price Ranges (Cr)': [None, None, None, '₹ 11.55 - 12.94 Cr', None], 'Additional Charges': [None, None, None, 'Govt. Charges', None], 'Construction Status': ['Under Construction'], 'Completion Date': ['Completion in Dec, 2023']}"
"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Reflexology Park', 'Creche/Day care', 'Skating Rink', 'Squash Court', 'Theatre']","JK Gram, Thane",Raymond Realty Ten X Habitat,Raymond Realty,"{'Location_Near': 'Marine drive beach', 'Time_taken': '4.2 Km'}","More about Raymond Realty Ten X HabitatRaymond Realty Ten X Habitat by Raymond Realty is one of the well-known under-construction projects in JK Gram, offering low budget apartments.  Raymond Realty Ten X Habitat JK Gram is scheduled for possession in Sep, 2024. With almost all basic amenities in place, Raymond Realty Ten X Habitat brings highly affordable yet beautiful. There are 1BHK, 2BHK, 3BHK and 4BHK Apartments for sale, coming up in this project..Raymond Realty Ten X Habitat Thane is a RERA-registered project with registration number P51700019265. Raymond Realty Ten X Habitat JK Gram has 10 towers Spread over an area of 14 acres, Raymond Realty Ten X Habitat is one of the spacious projects in the Thane region.The internal and external development of Raymond Realty Ten X Habitat is currently in progress and will be ready in due time. The construction at Raymond Realty Ten X Habitat is in full swing and most of the units are already sold. Raymond Realty Ten X Habitat Price ListAs per Raymond Realty Ten X Habitat Price List, a 1BHK Apartment is available at a starting price of Rs. 94 L  while a 2BHK Apartment is offered at Rs. 1.28 Cr onwards.  For a 3BHK Apartment at Raymond Realty Ten X Habitat, you will need to spend at least Rs. 1.9 CrConfigurationSizePrice 1BHK Apartment408 sq.ft.Rs. 94 L2BHK Apartment565 sq.ft.Rs. 1.28 Cr3BHK Apartment909 sq.ft.Rs. 1.9 Cr4BHK Apartment1,030 sq.ft.Rs. 2.7 CrThose who are looking for investment opportunities may find this project worthy from a long-term perspective.How is JK Gram for property investment?JK Gram is one of the attractive locations to own a home in Thane. It has a promising social and physical infrastructure and evolving neighbourhood. JK Gram has good connectivity to some of the important areas in the proximity such as topLandMarksLabel.How is the future of Thane property market?Thane real estate market has a range of property options in various price brackets. JK Gram in Thane is one of the localities known for housing affordable residential projects which makes it a suitable destinations for homebuyers looking for a property for self-use or investment purposes in the city. One thing that makes Thane different from any other city in this region is its potential to attract investors through its flourishing job market and employment opportunities, bringing in fresh housing demand regularly. In addition to this, with metro connectivity improving and other infrastructure projects coming up in Thane, these growth drivers are expected to influence the property prices here extensively.moreProject DetailsAbout ProjectSpecificationsOverviewTowers10Floors42Total Project Area14 acres (56.66K sq.m.)Premium bathroom fittings
Wooden flooringI'm interested in this project","{'Towers': '2', 'Floors': '77', 'Units': '377', 'Total Project Area': '3.27 acres (13.23K sq.m.)', 'Open Area': None}"
[],"Andheri West, Mumbai",Pratham Arc Aura,Pratham Vighnaharta Infracon Llp,"{'Location_Near': 'Willingdon Sports Club', 'Time_taken': '4.1 Km'}","More about Pratham Arc AuraPratham Arc Aura by Pratham Vighnaharta Infracon Llp is one of the well-known under-construction projects in Andheri West, offering low budget apartments.  Pratham Arc Aura Andheri West is scheduled for possession in Jun, 2025. With almost all basic amenities in place, Pratham Arc Aura brings highly affordable yet beautiful There are 1BHK and 2BHK apartments for sale, coming up in this project. in Mumbai Andheri-Dahisar.Pratham Arc Aura Mumbai Andheri-Dahisar is a RERA-registered project with registration number P51800049426.  Pratham Arc Aura is one of the spacious projects in the Mumbai Andheri-Dahisar region.The internal and external development of Pratham Arc Aura is currently in progress and will be ready in due time. The construction at Pratham Arc Aura is in full swing and most of the units are already sold. Pratham Arc Aura Price ListAs per Pratham Arc Aura Price List, a 1BHK Apartment is available at a starting price of Rs. 1 Cr  while a 2BHK Apartment is offered at Rs. 1.41 Cr onwards. ConfigurationSizePrice 1BHK Apartment356 sq.ft.Rs. 1 Cr2BHK Apartment504 sq.ft.Rs. 1.41 CrThose who are looking for investment opportunities may find this project worthy from a long-term perspective.How is Andheri West for property investment?Andheri West is one of the prime locations to own a home in Mumbai Andheri-Dahisar. It has a promising social and physical infrastructure and evolving neighbourhood.How is the future of Mumbai Andheri-Dahisar property market?Mumbai Andheri-Dahisar real estate market has a range of property options in various price brackets. Andheri West in Mumbai Andheri-Dahisar is one of the localities known for housing affordable residential projects which makes it a suitable destinations for homebuyers looking for a property for self-use or investment purposes in the city. One thing that makes Mumbai Andheri-Dahisar different from any other city in this region is its potential to attract investors through its flourishing job market and employment opportunities, bringing in fresh housing demand regularly. In addition to this, with metro connectivity improving and other infrastructure projects coming up in Mumbai Andheri-Dahisar, these growth drivers are expected to influence the property prices here extensively.moreProject DetailsAbout ProjectOverviewI'm interested in this project","{'Rating': ['Lifestyle4.6 out of 5', 'Environment4.4 out of 5', 'Safety4.5 out of 5', 'Connectivity4.4 out of 5'], 'BHK Types': [None, None, '3 BHK', None, None], 'Property Types': [None, None, 'Apartment', None, None], 'Area Ranges (sq.ft.)': [None, None, '1007 - 1308 sq.ft.', None, None], 'Price Ranges (Cr)': [None, None, '₹ 5 - 6.49 Cr', None, None], 'Additional Charges': [None, None, 'Govt. Charges', None, None], 'Construction Status': ['New Launch'], 'Completion Date': ['Completion in Sep, 2030']}"
"['Escalators', 'Mini Theatre', 'Concierge Service', 'Swimming Pool', 'Football', 'Business Lounge', 'Flower Garden', 'Reflexology Park', 'Salon']","Bandra East, Mumbai",Rustomjee Seasons,Rustomjee Builders,"{'Location_Near': 'Peninsula Corporate Park', 'Time_taken': '4.5 Km'}","More about Rustomjee SeasonsRustomjee Seasons in Bandra (East), Mumbai South West by Rustomjee Builders is a residential project.

The project offers Apartments with perfect combination of contemporary architecture and features to provide comfortable living.

The Apartment are of the following configurations: 3BHK and 4BHK.

This is a RERA registered project.

The project is spread over a total area of 3.82 acres of land. Rustomjee Seasons has a total of 6 towers. The construction is of  23 floors.  

Offering 57 amenities for better living experience.

Amenities:
Alfresco Dining
Maze Garden
Forest Walk
Open to sky Podium
Performance Studio
Toddlers creative studio
Senior citizens zonemoreProject DetailsAbout ProjectSpecificationsOverviewTowers6Floors23Total Project Area3.82 acres (15.46K sq.m.)LIVING ROOM AND DINING
Spacious living dining area
Italian marble flooring

KITCHEN
Granite platform with stainless steel sink
Vitrified tile flooring
Washing and drying machine

BATHROOMS
Designer / antiskid tile flooring
Kohler or equivalent make bathroom sanitary ware
Grohe or equivalent makes bath fittings

SECURITY
Video door phone security system
Intercom facility/ CCTV for security

GENERAL
Reflective glass UPVC windows
Glass railing for planters
Provision for split ACI'm interested in this project","{'Towers': '1', 'Floors': '28', 'Units': '257', 'Total Project Area': '1.6 acres (6.47K sq.m.)', 'Open Area': None}"
"['Swimming Pool', 'Terrace Garden', 'Party Lawn', 'Table Tennis', 'Indoor Games', 'Gymnasium', ""Children's Play Area"", 'Carrom', 'Chess']","Sion, Mumbai",Lodha Vero,Lodha,"{'Location_Near': 'ITC Grand Central', 'Time_taken': '3.4 Km'}","More about Lodha VeroLodha Vero by Lodha is an under-construction project in Central Mumbai suburbs, offering luxury with the blend of elegance and exclusivity. This upcoming address will be home for designer residences, ensuring comfort and well-being to its owners.<br>Lodha Vero is scheduled for possession in Apr, 2028 and will offer expansive apartments in various configurations. Lodha Vero has uniquely designed floor plans and layouts to ensure ease and convenience for its residents. It promises a stress-free life for its residents where privacy and freedom come hand-in-hand for all homeowners. Built for a special few, Lodha Vero Sion has single tower in this project, with 33 floors each and just 62 units to offer. Lodha Vero will be an upscale address as it will be spread over an area of 1.19 acres, making it one of the most lavishly built projects in the Central Mumbai suburbs region. There is an impressive range of conveniences for every resident and each home at Lodha Vero will have a beautiful view, ensuring a relaxing atmosphere for its owners after a taxing day at work.Lodha Vero Price ListLodha Vero is an exciting investment opportunity and a chance to own a luxurious pincode in the making. As per Lodha Vero Price List, a 3BHK Apartment is available at a starting price of Rs. 8.6 Cr  while a 4BHK Apartment is offered at Rs. 10.4 Cr onwards. ConfigurationSizePrice 3BHK Apartment1,795 sq.ft.Rs. 8.6 Cr4BHK Apartment2,178 sq.ft.Rs. 10.4 CrLodha Vero is a safe investment opportunity as it is a RERA-registered project with registration number P51900052415.How is Sion for property investment?There could not be a better destination to own something as chic as Lodha Vero. Sion is one of the well-known locations to own a home in Central Mumbai suburbs with a promising social and physical infrastructure.Some of the important landmarks near Sion are ORCHIDS The Int. School, University of Mumbai and Sai Multispeciality and so on. Sion is already well-known for its offerings and Lodha Vero will be an added feather in its cap. With Lodha Vero being a luxury address, owners can enjoy several locational advantages of staying in a locality like:Nakshatra Mall Dadar, 3.4 kmMahim Junction, 1.5 kmCSM International Airport, 8.5 kmMahim Beach, 3.2 kmEastern Express Highway, 400 mBRRG Stadium, 3.5 kmTEC, 5.1 kmRG Amusements Game, 2.6 kmHotel Sahara Star, 8.6 kmHow is the future of Central Mumbai suburbs property market?Central Mumbai suburbs real estate market has a range of property options in a higher price bracket. Sion in Central Mumbai suburbs is one of the localities known for housing some of the well-known, branded residential projects which makes it one of the suitable destinations for homebuyers looking for a property for self-use or investment purposes. One thing that makes Central Mumbai suburbs different from any other city in this region is its potential to attract investors through its flourishing economy and business environment. In addition to this, there are some major infrastructure projects planned in Central Mumbai suburbs, which are expected to improve the quality of life, in the city, affecting the property prices here extensively.moreProject DetailsAbout ProjectSpecificationsOverviewTowers1Floors33Units62Total Project Area1.19 acres (4.82K sq.m.)RCC framed strategically constructed structure keeping in mind the best of architecture and specifica-tions both from inside as well as outsideI'm interested in this project","{'Rating': ['Lifestyle4.1 out of 5', 'Environment3.9 out of 5', 'Safety4.1 out of 5', 'Connectivity4.3 out of 5'], 'BHK Types': ['1 BHK', '2 BHK', None, None, None], 'Property Types': ['Apartment', 'Apartment', None, None, None], 'Area Ranges (sq.ft.)': ['404.82 - 439.92 sq.ft.', '589.21 sq.ft.', None, None, None], 'Price Ranges (Cr)': ['₹ 40.49 - 43.79 L', '₹ 58.49 L', None, None, None], 'Additional Charges': ['Govt. Charges', 'Govt. Charges', None, None, None], 'Construction Status': ['New Launch'], 'Completion Date': ['Completion in Dec, 2028']}"
"['High Speed Elevators', 'Wi-Fi Connectivity', 'Multipurpose Court', 'Multipurpose Hall', 'Indoor Games', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', 'Gated Community']","Mira Bhayandar, Mumbai",Chheda Avighna,Chheda Developments,"{'Location_Near': 'Cosmos Mall', 'Time_taken': '2 KM'}","More about Chheda AvighnaChheda Avighna by Chheda Developments is one of the well-known under-construction projects in Mira Bhayandar, offering low budget apartments.  Chheda Avighna Mira Bhayandar is scheduled for possession in Dec, 2026. With almost all basic amenities in place, Chheda Avighna brings highly affordable yet beautiful There are 1BHK, 2BHK and 3BHK Apartments for sale, coming up in this project. in Mira Road And Beyond.Chheda Avighna Mira Road And Beyond is a RERA-registered project with registration number P51700047096. Chheda Avighna Mira Bhayandar has 3 towers, with 29 floors each and 619 units to offer. Spread over an area of 3.19 acres, Chheda Avighna is one of the spacious projects in the Mira Road And Beyond region.The internal and external development of Chheda Avighna is currently in progress and will be ready in due time. The construction at Chheda Avighna is in full swing and most of the units are already sold. Chheda Avighna Price ListAs per Chheda Avighna Price List, a 1BHK Apartment is available at a starting price of Rs. 58 L  while a 2BHK Apartment is offered at Rs. 86.93 L onwards.  For a 3BHK Apartment at Chheda Avighna, you will need to spend at least Rs. 99.35 L.ConfigurationSizePrice 1BHK Apartment425 sq.ft.Rs. 58 L2BHK Apartment637 sq.ft.Rs. 86.93 L3BHK Apartment728 sq.ft.Rs. 99.35 LThose who are looking for investment opportunities may find this project worthy from a long-term perspective.How is Mira Bhayandar for property investment?Mira Bhayandar is one of the prime locations to own a home in Mira Road And Beyond. It has a promising social and physical infrastructure and evolving neighbourhood. Mira Bhayandar has good connectivity to some of the important areas in the proximity such as  Galaxy Hospital,   Santhome Public School,   and Vardhman Fantasy.  How is the future of Mira Road And Beyond property market?Mira Road And Beyond real estate market has a range of property options in various price brackets. Mira Bhayandar in Mira Road And Beyond is one of the localities known for housing affordable residential projects which makes it a suitable destinations for homebuyers looking for a property for self-use or investment purposes in the city. One thing that makes Mira Road And Beyond different from any other city in this region is its potential to attract investors through its flourishing job market and employment opportunities, bringing in fresh housing demand regularly. In addition to this, with metro connectivity improving and other infrastructure projects coming up in Mira Road And Beyond, these growth drivers are expected to influence the property prices here extensively.moreProject DetailsAbout ProjectSpecificationsOverviewTowers3Floors29Units619Total Project Area3.19 acres (12.91K sq.m.)RCC framed strategically constructed structure keeping in mind the best of architecture and specifications both from inside as well as outside.I'm interested in this project","{'Towers': '2', 'Floors': '27', 'Units': '282', 'Total Project Area': '2.78 acres (11.25K sq.m.)', 'Open Area': None}"
"['Sewage Treatment Plant', 'Rain Water Harvesting', '24/7 Power Backup', '24/7 Water Supply', 'Landscape Garden', 'Lift(s)', 'Car Parking', 'Fire Fighting Systems']","Kharghar, Navi Mumbai",Varsha Balaji Park,Varsha Group,"{'Location_Near': 'St . Xaviers English High School Manpada', 'Time_taken': '2.3 KM'}","More about Varsha Balaji ParkVarsha Balaji Park by Varsha Group is an under-construction project in Navi Mumbai, offering luxury with the blend of elegance and exclusivity. This upcoming address will be home for designer residences, ensuring comfort and well-being to its owners.Varsha Balaji Park is scheduled for possession in Jan, 2026 and will offer expansive apartments in various configurations. Varsha Balaji Park has uniquely designed floor plans and layouts to ensure ease and convenience for its residents. It promises a stress-free life for its residents where privacy and freedom come hand-in-hand for all homeowners. Built for a special few, Varsha Balaji Park Kharghar has 2 towers in this project, with 26 floors each and just 96 units to offer. Varsha Balaji Park will be an upscale address as it will be spread over an area of 1.28 acres, making it one of the most lavishly built projects in the Navi Mumbai region. There is an impressive range of conveniences for every resident and each home at Varsha Balaji Park will have a beautiful view, ensuring a relaxing atmosphere for its owners after a taxing day at work.Varsha Balaji Park Price ListVarsha Balaji Park is an exciting investment opportunity and a chance to own a luxurious pincode in the making. As per Varsha Balaji Park Price List, a 2BHK Apartment is available at a starting price of Rs. 1.5 Cr  while a 3BHK Apartment is offered at Rs. 2 Cr onwards. ConfigurationSizePrice 2BHK Apartment554 sq.ft.Rs. 1.5 Cr3BHK Apartment789 sq.ft.Rs. 2 CrVarsha Balaji Park is a safe investment opportunity as it is a RERA-registered project with registration number P52000024410.How is Kharghar for property investment?There could not be a better destination to own something as chic as Varsha Balaji Park. Kharghar is one of the well-known locations to own a home in Navi Mumbai with a promising social and physical infrastructure.Some of the important landmarks near Kharghar are Central Bank of India, ICICI ATM and Vibgyor High School and so on. Kharghar is already well-known for its offerings and Varsha Balaji Park will be an added feather in its cap. With Varsha Balaji Park being a luxury address, owners can enjoy several locational advantages of staying in a locality like:JIE Schools Mumbai, Within 500mKarnataka Bank, Within 550mAxis Bank ATM, Within 1.3kmKharghar Medicity Hospital, Within 2.3kmMITR Hospital, Within 3.3kmPrime Mall, Within 3.3kmMahalaxmi Mall, Within 4.9kmICFAI University, Within 8.8kmPanvel Junction, Within 9.7kmDiva Junction, Within 18.3kmAmity University, Within 20.1kmShivaji Intl Airport, Within 31kmHow is the future of Navi Mumbai property market?Navi Mumbai real estate market has a range of property options in a higher price bracket. Kharghar in Navi Mumbai is one of the localities known for housing some of the well-known, branded residential projects which makes it one of the suitable destinations for homebuyers looking for a property for self-use or investment purposes. One thing that makes Navi Mumbai different from any other city in this region is its potential to attract investors through its flourishing economy and business environment. In addition to this, there are some major infrastructure projects planned in Navi Mumbai, which are expected to improve the quality of life, in the city, affecting the property prices here extensively.moreProject DetailsAbout ProjectSpecificationsOverviewTowers2Floors26Units96Total Project Area1.28 acres (5.18K sq.m.)RCC framed strategically constructed structure keeping in mind the best of architecture and specifications both from inside as well as outside.I'm interested in this project","{'Rating': ['Lifestyle4.3 out of 5', 'Environment4 out of 5', 'Safety4.3 out of 5', 'Connectivity4.5 out of 5'], 'BHK Types': ['1 BHK', '2 BHK', '3 BHK', None, None], 'Property Types': ['Apartment', 'Apartment', 'Apartment', None, None], 'Area Ranges (sq.ft.)': ['365 - 422 sq.ft.', '560 - 730 sq.ft.', '1140 sq.ft.', None, None], 'Price Ranges (Cr)': ['Price on Request', '₹ 2.35 - 3.25 Cr', '₹ 4.5 Cr', None, None], 'Additional Charges': [None, 'Govt. Charges', 'Govt. Charges', None, None], 'Construction Status': ['Under Construction'], 'Completion Date': ['Completion in Dec, 2027']}"
"['Swimming Pool', 'Lawn Tennis Court', 'Entrance Lobby', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Indoor Games', 'CCTV Camera Security', 'Club House', '24/7 Power Backup']","Hiranandani Gardens Powai, Mumbai",Hiranandani Regent Hill,Hiranandani Developers,"{'Location_Near': 'University of Mumbai Thane Sub-Campus', 'Time_taken': '2.1 KM'}","More about Hiranandani Regent HillHiranandani Regent Hill in Hiranandani Gardens Powai, Central Mumbai suburbs is a ready-to-move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 1BHK apartments available in this project. This housing society is now ready to be called home as families have started moving in. Check out some of the features of Hiranandani Regent Hill housing society:*Hiranandani Regent Hill Hiranandani Gardens Powai has 5 towers, with 25 floors each and 1021 units on offer.*Hiranandani Gardens Powai has good connectivity to some of the important areas in the proximity such as Racquet Club, Galleria Mall and Haiko Supermarket and so on.Hiranandani Regent Hill Price ListIf you are looking for ready to move projects, Hiranandani Regent Hill is a right choice for you. Here,  a 1BHK Apartment is available at a starting price of Rs. 1.46 Cr.   ConfigurationSizePrice 1BHK Apartment379 sq.ft.Rs. 1.46 CrHow is Hiranandani Gardens Powai for property investment?Hiranandani Gardens Powai is one of the attractive locations to own a home in Central Mumbai suburbs. It has a promising social and physical infrastructure and an emerging neighbourhood. Check out few benefits of staying in this locality:Hiranandani Foundation School, 700 MeterHFS International & Forest Club, 900 MeterHakone Entertainment Centre, 1 KMHeera Panna Shopping Centre, 1.1 KMDr L H Hiranandani Hospital, 1.2 KMIIT Bombay, 1.6 KMEmpire Plaza, Vikhroli, 3.2 KMR City Mall, 3.4 KMAurum IT Park, 3.8 KMLemon Tree Premier, 4.7 KMMarol Naka Metro Station, 5 KMSeven Hills Hospital, 5.9 KMHow is the future of Central Mumbai suburbs property market?Central Mumbai suburbs real estate market has a range of property options in various price brackets. Hiranandani Gardens Powai in Central Mumbai suburbs is one of the localities known for some of the best housing societies which makes it a suitable destinations for homebuyers looking for a property for self-use or investment purposes in the city. One thing that makes Central Mumbai suburbs different from any other city in this region is its potential to attract investors through its flourishing job market and employment opportunities, bringing in fresh housing demand regularly. In addition to this, with metro connectivity improving and other infrastructure projects coming up in Central Mumbai suburbs, these growth drivers are expected to influence the property prices here extensively.moreProject DetailsAbout ProjectSpecificationsOverviewTowers5Floors25Units1021APARTMENTS
Air conditioned living, dining and bedroom with split units
Large format tiles in living, dining and bedroom
Aluminium double glazed windows
Designer tiles in toilets and kitchen
Thoughtfully designed toilets with bathroom fittings
Vanity unit below wash basin counters
Superior quality geyser, exhaust fan and water purifiers
Modular electrical switches
Meticulously planned electrical layout by interior designer
Highquality noncorrosive plumbing
False ceiling with lights at select locations

TOWER FEATURES
Air conditioned building entrance lobby
Gear less high speed elevators
Power backup for pump, lobby and stairs area
LED lights in the common areas
FTTH ready low voltage structured cabling system inside apartment
Audio Intercom using IPEPABX (video call supported)
Sheer curtain with two tracks provided in living, dining and bedroom
Wallpaper provided on one wall in bedroom and living room
Main entrance door with veneer finish
Modular kitchen cabinets with immaculate kitchen platform and sink along with white goods
Hob and Hood
Refrigerator
Washing machine cum dryer
Microwave ovenI'm interested in this project","{'Towers': '1', 'Floors': '36', 'Units': '446', 'Total Project Area': '0.68 acres (2.75K sq.m.)', 'Open Area': None}"
"['Sewage Treatment Plant', 'CCTV Camera Security', '24x7 Security', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)']","Wadala East, Mumbai",Ajmera Manhattan,Ajmera Group,"{'Location_Near': 'Jupiter Hospital, Thane', 'Time_taken': '4.1 KM'}","More about Ajmera ManhattanAjmera Group has launched the epitome of luxury living in the name of Ajmera Manhattan, to offer luxurious and exclusive residences in the heart of Mumbai Harbour. Ajmera Manhattan Wadala East redefines the comfort living by offering stylish homes in the form of luxury apartments. It is a new launch project. Carefully crafted by its makers to set a new benchmark of exquisiteness and well-being, Ajmera Manhattan is going to be the most desirable address in Mumbai Harbour. This project ensures a stress-free life for its residents through its thoughtfully designed floor plans that promise extreme privacy and freedom. Ajmera Manhattan Wadala East has single tower, with 35 floors each and  just 540 units to offer, making it a unique investment opportunity for a select few in Mumbai Harbour property market. The society will be completely ready for possession in Jun, 2027.Ajmera Manhattan will be an upscale address as it will be spread over an area of 27.61 acres, making it one of the most lavishly built projects in the Mumbai Harbour region.Not just an impressive range of conveniences, each home at Ajmera Manhattan will also have a beautiful view ensuring a relaxing atmosphere for its owners after a taxing day at work.Ajmera Manhattan Price ListAjmera Manhattan is an exciting investment opportunity and a chance to own a luxurious pincode in the making. As per Ajmera Manhattan Price List, a 2BHK Apartment is available at a starting price of Rs. 2.37 Cr  while a 3BHK Apartment is offered at Rs. 2.99 Cr onwards. ConfigurationSizePrice  2BHK Apartment 750 sq.ft. Rs. 2.37 Cr 3BHK Apartment 977 sq.ft. Rs. 2.99 CrIn addition to luxury living, Ajmera Manhattan assures to be a safe investment opportunity.Ajmera Manhattan Mumbai Harbour is a RERA-registered project with registration number P51800032948.How is Wadala East for property investment?There could not be a better destination than Wadala East to own something as chic as Ajmera Manhattan. Wadala East is one of the promising locations to buy a home in Mumbai Harbour with a promising social and physical infrastructure. Some of the important landmarks near Wadala East are Ruia College, Bandra Kurla Complex and World Trade Centre and so on. Wadala East is already well-known for its offerings and Ajmera Manhattan will be an added feather in its cap. With Ajmera Manhattan being a luxury address, owners can enjoy several locational advantages of staying in a locality like Wadala East:Here are some of the locational advantages of Wadala EastKing Edward Memorial Hospital, 7.0 KmPalladium Mall, 10.8 KmNational Sports Club of India, 12.2 KmHow is the future of Mumbai Harbour property market?Mumbai Harbour real estate market has a range of property options in a higher price bracket. Wadala East in Mumbai Harbour is one of the localities known for housing some of the well-known, branded residential projects which makes it one of the suitable destinations for homebuyers looking for a property for self-use or investment purposes. One thing that makes Mumbai Harbour different from any other city in this region is its potential to attract investors through its flourishing economy and business environment. In addition to this, there are some major infrastructure projects planned in Mumbai Harbour, which are expected to improve the quality of life, in the city, affecting the property prices here extensively.moreProject DetailsAbout ProjectOverviewI'm interested in this project","{'Rating': ['Lifestyle4.2 out of 5', 'Environment4 out of 5', 'Safety4.1 out of 5', 'Connectivity4.2 out of 5'], 'BHK Types': ['1 BHK', None, None, None, None], 'Property Types': ['Apartment', None, None, None, None], 'Area Ranges (sq.ft.)': ['432 - 453 sq.ft.', None, None, None, None], 'Price Ranges (Cr)': ['₹ 43 - 45.09 L', None, None, None, None], 'Additional Charges': ['Govt. Charges', None, None, None, None], 'Construction Status': ['New Launch'], 'Completion Date': ['Completion in Dec, 2027']}"
"['Infinity Pool', 'Swimming Pool', 'Spa', 'Squash Court', 'Cafeteria', 'Banquet Hall', 'Library', 'Video Door Security', 'Vastu Compliant']","Mulund East, Mumbai",Neelam Supremos,Neelam Realtors Pvt Ltd,"{'Location_Near': 'Chhatrapati Shivaji Maharaj Int. Airport', 'Time_taken': '30.2 KM'}","More about Neelam SupremosNeelam Supremo in Mulund is a upcoming Residential development in Mulund, Mumbai. Neelam Stellar Mulund offers Luxurious Residential apartments as property type by Neelam Realtors. Neelam Stellar has Luxurious 1 and 2 BHK in Mulund East. The project Neelam Stellar Mulund is well equipped with all modern amenities and a 24X7 security service to facilitate the needs of the residents. Neelam Stellar Mulund offers competitively priced apartments to those looking for a stylish and classy lifestyle. Mulund gives high on connectivity and convenience as well and the finest standalone tower.moreProject DetailsAbout ProjectOverviewI'm interested in this project","{'Towers': None, 'Floors': None, 'Units': None, 'Total Project Area': None, 'Open Area': None}"
